snapshot,src_student,dst_student,src_class,dst_class,src_gender,dst_gender,same_class,importance
1,1181,1622,MP*1,MP*1,M,M,True,0.06728041
1,891,894,PC*,PC*,M,M,True,0.06672595
1,864,892,PSI*,PC*,M,M,False,0.06568423
1,826,1657,PSI*,MP*1,M,M,False,0.06533627
1,636,880,PC,PC*,M,M,False,0.06467677
1,610,660,PC,PC,M,M,True,0.06205605
1,609,660,PC,PC,M,M,True,0.06127465
1,610,658,PC,PC,M,M,True,0.05928029
1,613,660,PC,PC,M,M,True,0.05801802
1,610,692,PC,PC,M,M,True,0.05658473
1,690,891,PC,PC*,M,M,False,0.05402721
1,826,1613,PSI*,MP*1,M,M,False,0.0521283
2,851,857,PSI*,PSI*,M,M,True,0.74164701
2,864,868,PSI*,PSI*,M,M,True,0.73524803
2,823,893,PC*,PC*,M,M,True,0.6380083
2,1190,1657,MP*1,MP*1,M,M,True,0.63090265
2,1645,1657,MP*1,MP*1,M,M,True,0.63090265
2,815,880,PC*,PC*,M,M,True,0.62333173
2,830,848,PSI*,PSI*,M,M,True,0.61153507
2,634,682,PSI*,PC,M,M,False,0.60991329
2,849,893,PC*,PC*,F,M,True,0.59227169
2,821,886,PC*,PC*,M,M,True,0.58786654
2,1164,1657,MP*1,MP*1,M,M,True,0.57320631
2,804,853,PC*,PSI*,M,F,False,0.57220733
2,806,1632,PC*,MP*1,M,M,False,0.57171559
2,880,897,PC*,PC*,M,M,True,0.56269741
2,851,855,PSI*,PSI*,M,F,True,0.54981911
2,1622,1657,MP*1,MP*1,M,M,True,0.53324664
2,807,875,PC*,PC*,M,M,True,0.51365542
2,1657,1672,MP*1,MP*1,M,M,True,0.50258666
2,803,880,PC*,PC*,F,M,True,0.50202733
2,1148,1190,MP*1,MP*1,M,M,True,0.5
2,636,869,PC,PSI*,M,M,False,0.5
2,814,895,PC*,PC*,F,F,True,0.5
2,888,890,PC*,PC*,M,M,True,0.5
2,656,682,PC,PC,M,M,True,0.5
2,1108,1628,MP*1,MP*1,M,M,True,0.5
2,891,896,PC*,PC*,M,M,True,0.5
2,838,852,PSI*,PSI*,F,F,True,0.5
2,819,882,PC*,PC*,F,M,True,0.4978013
2,849,875,PC*,PC*,F,M,True,0.49445993
2,1660,1662,MP*1,MP*1,F,F,True,0.48305172
2,862,863,PSI*,PSI*,F,F,True,0.48305172
2,618,847,PC,PC*,F,F,False,0.47744015
2,826,1674,PSI*,MP*1,M,M,False,0.46360943
2,683,696,PC,PC,F,F,True,0.46085471
2,1108,1657,MP*1,MP*1,M,M,True,0.45631403
2,890,893,PC*,PC*,M,M,True,0.45555109
2,845,848,PSI*,PSI*,F,M,True,0.44887435
2,1651,1657,MP*1,MP*1,M,M,True,0.44136474
2,660,681,PC,PC,M,F,True,0.43384272
2,821,824,PC*,PC*,M,F,True,0.43316066
2,676,867,PSI*,PSI*,M,M,True,0.4217273
2,826,1181,PSI*,MP*1,M,M,False,0.40571627
2,826,1170,PSI*,MP*1,M,M,False,0.40571627
2,866,894,PSI*,PC*,M,M,False,0.39844176
2,623,661,PC,PC,F,M,True,0.39519507
2,1649,1657,MP*1,MP*1,F,M,True,0.38232356
2,803,849,PC*,PC*,F,F,True,0.38188508
2,1657,1662,MP*1,MP*1,M,F,True,0.37884402
2,1613,1657,MP*1,MP*1,M,M,True,0.37245527
2,855,873,PSI*,PSI*,F,F,True,0.36838204
2,853,855,PSI*,PSI*,F,F,True,0.36838204
2,664,676,PSI*,PSI*,F,M,True,0.36532193
2,698,817,PC,PC*,M,F,False,0.35584766
2,644,817,PC,PC*,F,F,False,0.35325694
2,819,822,PC*,PC*,F,F,True,0.35159463
2,609,616,PC,PC,M,M,True,0.3381733
2,880,891,PC*,PC*,M,M,True,0.33757132
2,838,841,PSI*,PSI*,F,F,True,0.33701006
2,1618,1678,MP*1,MP*1,M,M,True,0.33333334
2,1492,1678,MP*1,MP*1,M,M,True,0.33333334
2,681,686,PC,PC,F,F,True,0.32699338
2,841,855,PSI*,PSI*,F,F,True,0.32597989
2,676,873,PSI*,PSI*,M,F,True,0.32465014
2,849,895,PC*,PC*,F,F,True,0.31386572
2,683,686,PC,PC,F,F,True,0.30991009
2,806,871,PC*,PSI*,M,M,False,0.30872482
2,626,847,PC,PC*,M,F,False,0.29699662
2,600,634,PC,PSI*,F,M,False,0.28782928
2,626,698,PC,PC,M,M,True,0.28637257
2,626,817,PC,PC*,M,F,False,0.28513277
2,806,822,PC*,PC*,M,F,True,0.27592623
2,601,854,PC,PSI*,M,F,False,0.27503821
2,634,866,PSI*,PSI*,M,M,True,0.27452594
2,851,868,PSI*,PSI*,M,M,True,0.27446538
2,882,890,PC*,PC*,M,M,True,0.27435082
2,601,644,PC,PC,M,F,True,0.27015573
2,600,658,PC,PC,F,M,True,0.26289257
2,817,821,PC*,PC*,F,M,True,0.26274627
2,660,894,PC,PC*,M,M,False,0.25907758
2,806,819,PC*,PC*,M,F,True,0.2579985
2,601,863,PC,PSI*,M,F,False,0.2568177
2,609,690,PC,PC,M,M,True,0.25428101
2,660,690,PC,PC,M,M,True,0.25428101
2,1108,1644,MP*1,MP*1,M,M,True,0.25
2,1601,1644,MP*1,MP*1,M,M,True,0.25
2,1613,1671,MP*1,MP*1,M,M,True,0.25
2,1492,1613,MP*1,MP*1,M,M,True,0.25
2,889,892,PC*,PC*,M,M,True,0.25
2,1492,1618,MP*1,MP*1,M,M,True,0.25
2,1108,1667,MP*1,MP*1,M,M,True,0.25
2,1108,1601,MP*1,MP*1,M,M,True,0.25
2,1164,1644,MP*1,MP*1,M,M,True,0.25
2,1170,1667,MP*1,MP*1,M,M,True,0.25
2,1632,1671,MP*1,MP*1,M,M,True,0.25
2,892,897,PC*,PC*,M,M,True,0.25
2,1601,1629,MP*1,MP*1,M,M,True,0.25
2,1618,1629,MP*1,MP*1,M,M,True,0.25
2,891,892,PC*,PC*,M,M,True,0.25
2,1671,1672,MP*1,MP*1,M,M,True,0.25
2,1667,1672,MP*1,MP*1,M,M,True,0.25
2,1613,1629,MP*1,MP*1,M,M,True,0.25
2,828,866,PSI*,PSI*,M,M,True,0.24951622
2,692,847,PC,PC*,M,F,False,0.22850521
2,634,826,PSI*,PSI*,M,M,True,0.22344398
2,807,882,PC*,PC*,M,M,True,0.22313815
2,664,868,PSI*,PSI*,F,M,True,0.21882835
2,826,830,PSI*,PSI*,M,M,True,0.21424004
2,616,661,PC,PC,M,M,True,0.21362458
2,817,847,PC*,PC*,F,F,True,0.21361485
2,613,616,PC,PC,M,M,True,0.21033885
2,609,891,PC,PC*,M,M,False,0.2091205
2,610,623,PC,PC,M,F,True,0.20599079
2,826,828,PSI*,PSI*,M,M,True,0.20086977
2,658,683,PC,PC,M,F,True,0.2003409
2,628,667,PC,PC,F,F,True,0.20004018
2,889,897,PC*,PC*,M,M,True,0.2
2,807,889,PC*,PC*,M,M,True,0.2
2,889,894,PC*,PC*,M,M,True,0.2
2,601,613,PC,PC,M,M,True,0.19957577
2,613,690,PC,PC,M,M,True,0.1957875
2,867,868,PSI*,PSI*,M,M,True,0.19169903
2,815,891,PC*,PC*,M,M,True,0.18833414
2,821,880,PC*,PC*,M,M,True,0.18681866
2,623,667,PC,PC,F,F,True,0.18552035
2,1632,1645,MP*1,MP*1,M,M,True,0.18454869
2,609,658,PC,PC,M,M,True,0.18215559
2,634,871,PSI*,PSI*,M,M,True,0.18152127
2,823,891,PC*,PC*,M,M,True,0.18099588
2,610,683,PC,PC,M,F,True,0.17948413
2,634,854,PSI*,PSI*,M,F,True,0.17920345
2,692,698,PC,PC,M,M,True,0.17888989
2,1651,1674,MP*1,MP*1,M,M,True,0.17879687
2,1181,1674,MP*1,MP*1,M,M,True,0.17879687
2,826,848,PSI*,PSI*,M,M,True,0.17759269
2,601,660,PC,PC,M,M,True,0.17565894
2,610,651,PC,PC,M,M,True,0.17554468
2,634,867,PSI*,PSI*,M,M,True,0.17385644
2,664,867,PSI*,PSI*,F,M,True,0.17136067
2,875,882,PC*,PC*,M,M,True,0.17067753
2,826,1651,PSI*,MP*1,M,M,False,0.17013755
2,628,681,PC,PC,F,F,True,0.16821006
2,828,871,PSI*,PSI*,M,M,True,0.16809395
2,664,828,PSI*,PSI*,F,M,True,0.16808493
2,828,854,PSI*,PSI*,M,F,True,0.16491604
2,683,692,PC,PC,F,M,True,0.1611549
2,854,866,PSI*,PSI*,F,M,True,0.16060778
2,882,886,PC*,PC*,M,M,True,0.15772909
2,623,681,PC,PC,F,F,True,0.1557928
2,654,667,PC,PC,M,F,True,0.15268481
2,623,654,PC,PC,F,M,True,0.15268481
2,634,828,PSI*,PSI*,M,M,True,0.15152666
2,651,667,PC,PC,M,F,True,0.15043807
2,654,658,PC,PC,M,M,True,0.15008533
2,634,664,PSI*,PSI*,M,F,True,0.14987451
2,654,683,PC,PC,M,F,True,0.14937329
2,623,628,PC,PC,F,F,True,0.1492749
2,600,609,PC,PC,F,M,True,0.14890584
2,1181,1651,MP*1,MP*1,M,M,True,0.14857094
2,1181,1622,MP*1,MP*1,M,M,True,0.14857094
2,1170,1672,MP*1,MP*1,M,M,True,0.14857094
2,1170,1613,MP*1,MP*1,M,M,True,0.14857094
2,854,871,PSI*,PSI*,F,M,True,0.14712295
2,628,683,PC,PC,F,F,True,0.14592715
2,651,692,PC,PC,M,M,True,0.14575791
2,1164,1622,MP*1,MP*1,M,M,True,0.14226456
2,616,667,PC,PC,M,F,True,0.13974059
2,682,690,PC,PC,M,M,True,0.1300289
2,826,1613,PSI*,MP*1,M,M,False,0.12817883
2,610,658,PC,PC,M,M,True,0.12781048
2,651,681,PC,PC,M,F,True,0.1277554
2,886,894,PC*,PC*,M,M,True,0.12720217
2,628,651,PC,PC,F,M,True,0.12454802
2,601,616,PC,PC,M,M,True,0.12168907
2,651,654,PC,PC,M,M,True,0.12070976
2,613,658,PC,PC,M,M,True,0.11930982
2,616,681,PC,PC,M,F,True,0.118607
2,866,871,PSI*,PSI*,M,M,True,0.11759688
2,661,692,PC,PC,M,M,True,0.11718844
2,1622,1651,MP*1,MP*1,M,M,True,0.11668833
2,600,613,PC,PC,F,M,True,0.11664004
2,616,628,PC,PC,M,F,True,0.11558773
2,623,651,PC,PC,F,M,True,0.11511017
2,623,683,PC,PC,F,F,True,0.11265232
2,651,683,PC,PC,M,F,True,0.11256202
2,616,654,PC,PC,M,M,True,0.11184653
2,601,610,PC,PC,M,M,True,0.10866672
2,610,661,PC,PC,M,M,True,0.10555625
2,826,854,PSI*,PSI*,M,F,True,0.10451293
2,882,893,PC*,PC*,M,M,True,0.10255274
2,616,692,PC,PC,M,M,True,0.10036719
2,654,692,PC,PC,M,M,True,0.09972877
2,1613,1672,MP*1,MP*1,M,M,True,0.09948266
2,690,891,PC,PC*,M,M,False,0.09855018
2,616,623,PC,PC,M,F,True,0.095912
2,616,683,PC,PC,M,F,True,0.09376598
2,616,651,PC,PC,M,M,True,0.08600031
2,610,660,PC,PC,M,M,True,0.0856678
2,1108,1632,MP*1,MP*1,M,M,True,0.0856569
2,1613,1632,MP*1,MP*1,M,M,True,0.0856569
2,610,613,PC,PC,M,M,True,0.08349171
2,613,661,PC,PC,M,M,True,0.079162
2,1108,1613,MP*1,MP*1,M,M,True,0.07766941
2,609,660,PC,PC,M,M,True,0.07338034
2,609,613,PC,PC,M,M,True,0.06766682
2,613,660,PC,PC,M,M,True,0.0616508
3,692,698,PC,PC,M,M,True,0.74632293
3,609,690,PC,PC,M,M,True,0.74183482
3,1164,1657,MP*1,MP*1,M,M,True,0.73536205
3,601,616,PC,PC,M,M,True,0.65936625
3,1622,1657,MP*1,MP*1,M,M,True,0.63822341
3,1651,1657,MP*1,MP*1,M,M,True,0.63822341
3,660,681,PC,PC,M,F,True,0.57115042
3,817,821,PC*,PC*,F,M,True,0.57115042
3,1660,1679,MP*1,MP*1,F,M,True,0.55357605
3,1190,1660,MP*1,MP*1,M,F,True,0.55357605
3,853,855,PSI*,PSI*,F,F,True,0.5
3,815,891,PC*,PC*,M,M,True,0.5
3,656,682,PC,PC,M,M,True,0.5
3,891,896,PC*,PC*,M,M,True,0.5
3,838,852,PSI*,PSI*,F,F,True,0.5
3,838,841,PSI*,PSI*,F,F,True,0.5
3,867,868,PSI*,PSI*,M,M,True,0.5
3,807,889,PC*,PC*,M,M,True,0.5
3,862,863,PSI*,PSI*,F,F,True,0.5
3,823,893,PC*,PC*,M,M,True,0.5
3,838,854,PSI*,PSI*,F,F,True,0.5
3,814,895,PC*,PC*,F,F,True,0.5
3,882,886,PC*,PC*,M,M,True,0.49999997
3,634,871,PSI*,PSI*,M,M,True,0.49999997
3,616,661,PC,PC,M,M,True,0.49999997
3,1492,1678,MP*1,MP*1,M,M,True,0.49999997
3,892,897,PC*,PC*,M,M,True,0.49999997
3,888,890,PC*,PC*,M,M,True,0.49999997
3,634,866,PSI*,PSI*,M,M,True,0.49999997
3,1144,1662,MP*1,MP*1,F,F,True,0.48839548
3,681,686,PC,PC,F,F,True,0.48235771
3,817,847,PC*,PC*,F,F,True,0.48235771
3,664,676,PSI*,PSI*,F,M,True,0.46938586
3,676,873,PSI*,PSI*,M,F,True,0.46938586
3,683,692,PC,PC,F,M,True,0.46209982
3,601,644,PC,PC,M,F,True,0.43372795
3,613,658,PC,PC,M,M,True,0.41460866
3,610,658,PC,PC,M,M,True,0.41460854
3,610,623,PC,PC,M,F,True,0.40545213
3,644,652,PC,PC,F,M,True,0.39878267
3,1657,1662,MP*1,MP*1,M,F,True,0.37206551
3,600,609,PC,PC,F,M,True,0.34088713
3,600,613,PC,PC,F,M,True,0.34088713
3,1671,1672,MP*1,MP*1,M,M,True,0.33333337
3,891,892,PC*,PC*,M,M,True,0.33333337
3,1618,1629,MP*1,MP*1,M,M,True,0.33333337
3,1601,1618,MP*1,MP*1,M,M,True,0.33333337
3,1632,1671,MP*1,MP*1,M,M,True,0.33333334
3,1613,1632,MP*1,MP*1,M,M,True,0.33333334
3,1492,1613,MP*1,MP*1,M,M,True,0.33333331
3,882,890,PC*,PC*,M,M,True,0.33333331
3,1660,1662,MP*1,MP*1,F,F,True,0.29203975
3,610,652,PC,PC,M,M,True,0.2874248
3,1108,1601,MP*1,MP*1,M,M,True,0.25
3,1108,1667,MP*1,MP*1,M,M,True,0.25
3,1170,1672,MP*1,MP*1,M,M,True,0.25
3,1170,1667,MP*1,MP*1,M,M,True,0.25
3,1601,1629,MP*1,MP*1,M,M,True,0.25
3,1667,1672,MP*1,MP*1,M,M,True,0.25
3,1613,1629,MP*1,MP*1,M,M,True,0.24999999
3,1108,1613,MP*1,MP*1,M,M,True,0.24999997
3,1170,1613,MP*1,MP*1,M,M,True,0.24999997
3,609,613,PC,PC,M,M,True,0.24570319
3,1613,1672,MP*1,MP*1,M,M,True,0.19999999
3,1622,1651,MP*1,MP*1,M,M,True,0.18088828
4,867,868,PSI*,PSI*,M,M,True,0.74273342
4,626,698,PC,PC,M,M,True,0.70646155
4,1667,1679,MP*1,MP*1,M,M,True,0.63518965
4,1164,1657,MP*1,MP*1,M,M,True,0.62430495
4,1645,1657,MP*1,MP*1,M,M,True,0.62430495
4,609,690,PC,PC,M,M,True,0.60381597
4,1190,1671,MP*1,MP*1,M,M,True,0.5792253
4,1190,1632,MP*1,MP*1,M,M,True,0.5792253
4,817,821,PC*,PC*,F,M,True,0.56710684
4,1622,1657,MP*1,MP*1,M,M,True,0.56403977
4,628,651,PC,PC,F,M,True,0.51843762
4,612,1649,MP*2,MP*1,M,F,False,0.51843762
4,807,889,PC*,PC*,M,M,True,0.5
4,892,897,PC*,PC*,M,M,True,0.5
4,862,863,PSI*,PSI*,F,F,True,0.5
4,838,852,PSI*,PSI*,F,F,True,0.5
4,853,855,PSI*,PSI*,F,F,True,0.5
4,838,854,PSI*,PSI*,F,F,True,0.5
4,814,895,PC*,PC*,F,F,True,0.5
4,803,849,PC*,PC*,F,F,True,0.5
4,686,696,PC,PC,F,F,True,0.5
4,682,690,PC,PC,M,M,True,0.5
4,1181,1674,MP*1,MP*1,M,M,True,0.5
4,882,886,PC*,PC*,M,M,True,0.49999994
4,1492,1678,MP*1,MP*1,M,M,True,0.49999994
4,882,890,PC*,PC*,M,M,True,0.49999994
4,634,871,PSI*,PSI*,M,M,True,0.49999994
4,634,866,PSI*,PSI*,M,M,True,0.49999994
4,815,898,PC*,PC*,M,M,True,0.49999994
4,891,896,PC*,PC*,M,M,True,0.49999994
4,817,847,PC*,PC*,F,F,True,0.48103654
4,618,660,PC,PC,F,M,True,0.47624636
4,676,873,PSI*,PSI*,M,F,True,0.47624627
4,613,658,PC,PC,M,M,True,0.45062244
4,1613,1629,MP*1,MP*1,M,M,True,0.43752751
4,600,613,PC,PC,F,M,True,0.42724133
4,664,867,PSI*,PSI*,F,M,True,0.42724133
4,600,609,PC,PC,F,M,True,0.42724133
4,1144,1662,MP*1,MP*1,F,F,True,0.39995965
4,644,652,PC,PC,F,M,True,0.3994782
4,1618,1657,MP*1,MP*1,M,M,True,0.39500451
4,1190,1660,MP*1,MP*1,M,F,True,0.37676519
4,681,686,PC,PC,F,F,True,0.36666954
4,1144,1629,MP*1,MP*1,F,M,True,0.36189103
4,660,681,PC,PC,M,F,True,0.36019486
4,664,676,PSI*,PSI*,F,M,True,0.35508305
4,1660,1679,MP*1,MP*1,F,M,True,0.35039425
4,1601,1657,MP*1,MP*1,M,M,True,0.34048381
4,601,644,PC,PC,M,F,True,0.3378821
4,627,635,PC,PC,F,F,True,0.33559939
4,628,661,PC,PC,F,M,True,0.3342303
4,1170,1672,MP*1,MP*1,M,M,True,0.33333337
4,1170,1601,MP*1,MP*1,M,M,True,0.33333334
4,1492,1613,MP*1,MP*1,M,M,True,0.33333331
4,815,891,PC*,PC*,M,M,True,0.33333331
4,1618,1629,MP*1,MP*1,M,M,True,0.33000225
4,627,692,PC,PC,F,M,True,0.30389637
4,1660,1662,MP*1,MP*1,F,F,True,0.29586488
4,1601,1629,MP*1,MP*1,M,M,True,0.27857608
4,610,652,PC,PC,M,M,True,0.27760762
4,1649,1657,MP*1,MP*1,F,M,True,0.27408609
4,683,692,PC,PC,F,M,True,0.25707904
4,661,683,PC,PC,M,F,True,0.25707904
4,635,698,PC,PC,F,M,True,0.25434262
4,610,623,PC,PC,M,F,True,0.25009134
4,1622,1651,MP*1,MP*1,M,M,True,0.25
4,1108,1613,MP*1,MP*1,M,M,True,0.25
4,1108,1601,MP*1,MP*1,M,M,True,0.25
4,1671,1672,MP*1,MP*1,M,M,True,0.25
4,1651,1674,MP*1,MP*1,M,M,True,0.25
4,1613,1672,MP*1,MP*1,M,M,True,0.24999999
4,1108,1667,MP*1,MP*1,M,M,True,0.24999999
4,1613,1651,MP*1,MP*1,M,M,True,0.24999997
4,1645,1674,MP*1,MP*1,M,M,True,0.24999997
4,635,692,PC,PC,F,M,True,0.24886145
4,601,623,PC,PC,M,F,True,0.24023062
4,601,616,PC,PC,M,M,True,0.23592091
4,1657,1679,MP*1,MP*1,M,M,True,0.23562385
4,616,683,PC,PC,M,F,True,0.22801954
4,623,661,PC,PC,F,M,True,0.221643
4,692,698,PC,PC,M,M,True,0.21800822
4,616,661,PC,PC,M,M,True,0.21224143
4,616,623,PC,PC,M,F,True,0.19603083
4,1164,1622,MP*1,MP*1,M,M,True,0.18784757
4,610,698,PC,PC,M,M,True,0.1848911
4,610,658,PC,PC,M,M,True,0.18482482
4,1657,1660,MP*1,MP*1,M,F,True,0.1764746
4,658,698,PC,PC,M,M,True,0.1542111
4,1632,1671,MP*1,MP*1,M,M,True,0.14025825
4,1613,1632,MP*1,MP*1,M,M,True,0.14025824
4,1601,1618,MP*1,MP*1,M,M,True,0.13749664
4,658,690,PC,PC,M,M,True,0.13206132
5,867,868,PSI*,PSI*,M,M,True,0.73227453
5,826,827,PSI*,PSI*,M,M,True,0.73227453
5,634,871,PSI*,PSI*,M,M,True,0.66691554
5,622,695,MP*2,MP*2,M,M,True,0.66691554
5,682,893,PC,PC*,M,M,False,0.63127524
5,1629,1644,MP*1,MP*1,M,M,True,0.5763886
5,814,875,PC*,PC*,F,M,True,0.56290638
5,854,857,PSI*,PSI*,F,M,True,0.55614364
5,644,652,PC,PC,F,M,True,0.5434131
5,817,821,PC*,PC*,F,M,True,0.52685905
5,817,823,PC*,PC*,F,M,True,0.52685905
5,807,889,PC*,PC*,M,M,True,0.5
5,882,886,PC*,PC*,M,M,True,0.5
5,862,863,PSI*,PSI*,F,F,True,0.5
5,803,849,PC*,PC*,F,F,True,0.5
5,882,890,PC*,PC*,M,M,True,0.5
5,686,696,PC,PC,F,F,True,0.5
5,641,699,MP*2,MP*2,M,M,True,0.5
5,880,896,PC*,PC*,M,M,True,0.5
5,824,849,PC*,PC*,F,F,True,0.5
5,806,888,PC*,PC*,M,M,True,0.5
5,650,674,MP*2,MP*2,M,M,True,0.5
5,611,685,MP*2,MP*2,M,F,True,0.49353573
5,1662,1678,MP*1,MP*1,F,M,True,0.47767216
5,682,898,PC,PC*,M,M,False,0.4747805
5,895,897,PC*,PC*,F,M,True,0.470759
5,634,854,PSI*,PSI*,M,F,True,0.46397346
5,618,660,PC,PC,F,M,True,0.46047166
5,817,847,PC*,PC*,F,F,True,0.44463834
5,1492,1678,MP*1,MP*1,M,M,True,0.43792033
5,1667,1679,MP*1,MP*1,M,M,True,0.42954719
5,674,684,MP*2,MP*2,M,M,True,0.42879322
5,682,819,PC,PC*,M,F,False,0.41976705
5,685,695,MP*2,MP*2,F,M,True,0.40201014
5,612,1649,MP*2,MP*1,M,F,False,0.39894265
5,1622,1657,MP*1,MP*1,M,M,True,0.39827451
5,1164,1657,MP*1,MP*1,M,M,True,0.39827451
5,1628,1657,MP*1,MP*1,M,M,True,0.39827451
5,654,681,PC,PC,M,F,True,0.39313555
5,1144,1662,MP*1,MP*1,F,F,True,0.38750237
5,1618,1629,MP*1,MP*1,M,M,True,0.37075281
5,626,698,PC,PC,M,M,True,0.37075281
5,892,897,PC*,PC*,M,M,True,0.37027219
5,853,855,PSI*,PSI*,F,F,True,0.36976606
5,814,895,PC*,PC*,F,F,True,0.36854261
5,600,613,PC,PC,F,M,True,0.36323971
5,845,852,PSI*,PSI*,F,F,True,0.36065853
5,1144,1629,MP*1,MP*1,F,M,True,0.35623258
5,610,626,PC,PC,M,M,True,0.35402378
5,1618,1657,MP*1,MP*1,M,M,True,0.35402375
5,682,690,PC,PC,M,M,True,0.35143018
5,1660,1679,MP*1,MP*1,F,M,True,0.35139829
5,601,623,PC,PC,M,F,True,0.34558704
5,628,651,PC,PC,F,M,True,0.34220654
5,606,651,MP*2,PC,F,M,False,0.34220654
5,627,635,PC,PC,F,F,True,0.33927041
5,601,616,PC,PC,M,M,True,0.33722293
5,676,873,PSI*,PSI*,M,F,True,0.33543256
5,664,676,PSI*,PSI*,F,M,True,0.33543256
5,815,891,PC*,PC*,M,M,True,0.33333334
5,815,898,PC*,PC*,M,M,True,0.33333334
5,891,896,PC*,PC*,M,M,True,0.33333334
5,1170,1672,MP*1,MP*1,M,M,True,0.33333334
5,1170,1601,MP*1,MP*1,M,M,True,0.33333334
5,1181,1674,MP*1,MP*1,M,M,True,0.33333334
5,882,889,PC*,PC*,M,M,True,0.33333334
5,1181,1651,MP*1,MP*1,M,M,True,0.33333334
5,661,683,PC,PC,M,F,True,0.33271593
5,664,867,PSI*,PSI*,F,M,True,0.3256889
5,867,873,PSI*,PSI*,M,F,True,0.3256889
5,654,660,PC,PC,M,M,True,0.32257736
5,838,862,PSI*,PSI*,F,F,True,0.32176089
5,635,698,PC,PC,F,M,True,0.32114747
5,628,661,PC,PC,F,M,True,0.31439692
5,606,684,MP*2,MP*2,F,M,True,0.31439692
5,681,853,PC,PSI*,F,F,False,0.30974805
5,616,683,PC,PC,M,F,True,0.30967176
5,600,854,PC,PSI*,F,F,False,0.3089695
5,1645,1657,MP*1,MP*1,M,M,True,0.30759954
5,600,609,PC,PC,F,M,True,0.30097073
5,1164,1622,MP*1,MP*1,M,M,True,0.30086276
5,1628,1645,MP*1,MP*1,M,M,True,0.30086276
5,1190,1671,MP*1,MP*1,M,M,True,0.30006301
5,1190,1632,MP*1,MP*1,M,M,True,0.30006301
5,620,1190,MP*2,MP*1,M,M,False,0.30006301
5,627,692,PC,PC,F,M,True,0.29488367
5,826,845,PSI*,PSI*,M,F,True,0.29290521
5,855,867,PSI*,PSI*,F,M,True,0.28845507
5,1108,1667,MP*1,MP*1,M,M,True,0.2852264
5,1660,1662,MP*1,MP*1,F,F,True,0.28220233
5,682,892,PC,PC*,M,M,False,0.28197026
5,660,681,PC,PC,M,F,True,0.27872461
5,1649,1657,MP*1,MP*1,F,M,True,0.27388763
5,612,1657,MP*2,MP*1,M,M,False,0.27204353
5,684,685,MP*2,MP*2,M,F,True,0.26721147
5,635,692,PC,PC,F,M,True,0.26669505
5,838,852,PSI*,PSI*,F,F,True,0.26015544
5,609,690,PC,PC,M,M,True,0.25755429
5,1190,1660,MP*1,MP*1,M,F,True,0.25340223
5,1657,1674,MP*1,MP*1,M,M,True,0.25070938
5,1613,1672,MP*1,MP*1,M,M,True,0.25
5,1108,1613,MP*1,MP*1,M,M,True,0.25
5,1108,1601,MP*1,MP*1,M,M,True,0.25
5,1671,1672,MP*1,MP*1,M,M,True,0.25
5,891,892,PC*,PC*,M,M,True,0.25
5,1148,1658,MP*1,MP*1,M,M,True,0.25
5,674,1148,MP*2,MP*1,M,M,False,0.25
5,1148,1651,MP*1,MP*1,M,M,True,0.25
5,1601,1629,MP*1,MP*1,M,M,True,0.24229696
5,613,658,PC,PC,M,M,True,0.24171257
5,826,852,PSI*,PSI*,M,F,True,0.23723815
5,852,854,PSI*,PSI*,F,F,True,0.23428878
5,826,838,PSI*,PSI*,M,F,True,0.23385572
5,1632,1671,MP*1,MP*1,M,M,True,0.23331234
5,1613,1632,MP*1,MP*1,M,M,True,0.23331234
5,620,674,MP*2,MP*2,M,M,True,0.23331234
5,620,1658,MP*2,MP*1,M,M,False,0.23331234
5,1645,1674,MP*1,MP*1,M,M,True,0.23080015
5,1601,1657,MP*1,MP*1,M,M,True,0.23063281
5,609,613,PC,PC,M,M,True,0.22560841
5,1657,1679,MP*1,MP*1,M,M,True,0.22372364
5,661,692,PC,PC,M,M,True,0.22322361
5,623,661,PC,PC,F,M,True,0.2216741
5,610,623,PC,PC,M,F,True,0.22162059
5,658,698,PC,PC,M,M,True,0.2201556
5,610,658,PC,PC,M,M,True,0.21030641
5,616,661,PC,PC,M,M,True,0.20805237
5,682,817,PC,PC*,M,F,False,0.20780987
5,616,623,PC,PC,M,F,True,0.20558202
5,658,690,PC,PC,M,M,True,0.19550778
5,610,698,PC,PC,M,M,True,0.18830454
5,1492,1613,MP*1,MP*1,M,M,True,0.1873599
5,1492,1658,MP*1,MP*1,M,M,True,0.1873599
5,1651,1674,MP*1,MP*1,M,M,True,0.18732265
5,1190,1658,MP*1,MP*1,M,M,True,0.17753547
5,609,610,PC,PC,M,M,True,0.17714015
5,1613,1651,MP*1,MP*1,M,M,True,0.16666667
5,1651,1658,MP*1,MP*1,M,M,True,0.16666666
5,1657,1660,MP*1,MP*1,M,F,True,0.15693673
5,674,1658,MP*2,MP*1,M,M,False,0.13707742
5,674,1190,MP*2,MP*1,M,M,False,0.11893898
6,634,871,PSI*,PSI*,M,M,True,0.61389601
6,682,893,PC,PC*,M,M,False,0.59379387
6,682,898,PC,PC*,M,M,False,0.59379387
6,622,695,MP*2,MP*2,M,M,True,0.5859549
6,895,897,PC*,PC*,F,M,True,0.56043565
6,814,875,PC*,PC*,F,M,True,0.56043565
6,826,827,PSI*,PSI*,M,M,True,0.55740899
6,616,683,PC,PC,M,F,True,0.54097557
